cell_id,umap_1,umap_2
c_1_55_787,-1.57748789339462,-0.481066702821329
c_1_55_942,-2.58681041746536,-7.08944412968405
c_1_55_974,-2.17941302805343,-7.01761194966085
c_1_56_1,-1.80269271879592,-0.311880341687277
c_1_56_1095,-2.3824322894136,-2.53701326153524
c_1_56_1215,-4.72822529821792,-0.920605747916773
c_1_56_125,-4.38021571188369,-1.69026145241506
c_1_56_1979,-0.293618485323577,0.766972036144659
c_1_56_2007,3.72518175096116,-0.484616159417704
c_1_56_2036,-0.752404816440731,-6.68321844837911
c_1_56_212,-4.46788937597671,-1.74733659527548
c_1_56_2174,-2.88192541151443,-2.20214912197836
c_1_56_2299,2.87146299333176,3.34676364161722
c_1_56_2300,4.57871239633164,-2.19156333706625
c_1_56_2590,-3.09995872526565,-0.202961198010519
c_1_56_2662,-5.42507369070449,0.266444594643041
c_1_56_2681,-10.8417645171205,-1.26736733219869
c_1_56_2795,3.81993906945786,5.5441356013035
c_1_56_38,-1.89651937036911,3.72960022189371
c_1_56_427,-0.453129418186336,5.54967692591898
c_1_56_535,0.740233413883061,5.18574908473246
c_1_56_857,-3.10033947973648,-0.386964454271868
c_1_56_881,-0.467968292526393,1.61019840934031
c_1_56_950,-3.08108551054397,1.19820943572275
c_1_57_1234,2.24021738023362,6.37449649073832
c_1_57_1590,-5.96897751837173,-0.176426879086569
c_1_57_1870,1.12599342317185,3.3852970907902
c_1_57_1875,3.08529084176621,4.67101624705546
c_1_57_2048,6.47663681954941,4.75314715602152
c_1_57_2089,-1.04684013872543,4.22095111109965
c_1_57_2133,6.82292550057969,3.19478681781046
c_1_57_2188,-1.70031148939529,-7.62122294209249
c_1_57_2228,0.497780077167363,0.188994885466024
c_1_57_2433,-3.56260163336196,-1.79327556393392
c_1_57_2548,1.98398082704148,3.74801305033915
c_1_57_2568,-1.73703069239059,3.69475630023234
c_1_57_262,1.61362367124161,5.79468396403544
c_1_57_264,-1.93249864130416,3.17629340388529
c_1_57_2691,-2.65560466795364,-3.21802469990499
c_1_57_447,-0.859033294014125,-5.25970789692648
c_1_57_641,0.586372189231724,5.95284369685404
c_1_57_651,3.47789447755417,4.20607808329813
c_1_57_728,-3.15487391500869,-3.16749569676168
c_1_57_974,-3.90391404180923,-0.83554604552038
c_1_58_1193,-2.02457541971603,-0.393239407756403
c_1_58_1318,1.06349199266037,4.15295747019999
c_1_58_1443,4.2769583985289,5.22596076228373
c_1_58_15,3.63664072007737,1.90484503009073
c_1_58_152,-3.04517752676406,-4.18224570057638
c_1_58_1975,-0.007687292985111,5.31698706843607
c_1_58_201,4.94970076531968,-3.23786517880209
c_1_58_22,-3.0367987826387,-3.29679128430136
c_1_58_2293,-3.39313418417373,-0.619874059178904
c_1_58_2773,0.05794260651669,-6.17080971501119
c_1_58_2875,6.92134898156723,3.40544107653849
c_1_58_33,-3.55049211531082,-1.13247546456106
c_1_58_388,5.41644852609238,3.99342110850565
c_1_58_456,1.43517404050431,6.39258387782328
c_1_58_543,-1.06183040886322,1.1443223068928
c_1_58_589,-2.83404142408767,-3.37656041882284
c_1_58_607,-3.69827706365982,-3.04486986897238
c_1_58_846,-1.26557583361068,4.55523923136942
c_1_59_1104,3.3463582322081,3.65742138125651
c_1_59_1278,-2.31266266851821,-2.10240766308554
c_1_59_1476,6.17314188928208,3.60189583995096
c_1_59_1517,2.1262494847258,-1.54752489826925
c_1_59_2169,-3.99186760931411,-1.63363823197134
c_1_59_2273,7.03390257806382,2.7510459730839
c_1_59_2466,3.571461610504,-1.09955218336828
c_1_59_2558,4.78438466043076,-2.91833564541586
c_1_59_2707,-5.13218266516128,0.349288077137396
c_1_59_483,6.1596135422667,4.05158522822611
c_1_59_525,6.68692820520005,3.48695495822184
c_1_59_610,2.23519151658616,2.88862207629435
c_1_59_661,-1.17156625538269,-5.77424952290304
c_1_60_1014,1.56028848142228,-5.54699942372091
c_1_60_1024,-0.394967161111026,-2.9788067033077
c_1_60_1056,-3.51620776205459,-4.06710168621786
c_1_60_127,5.89291708917222,3.21192887522928
c_1_60_1404,-3.89899665861526,-1.39639910958059
c_1_60_1447,4.47647946328721,5.87977507807963
c_1_60_1665,-2.81891972570816,-4.17135068676718
c_1_60_204,1.76371460408768,-4.40238901875265
c_1_60_2234,-1.6853309348146,-5.52508780262716
c_1_60_2238,5.4708232209166,-0.613762556531504
c_1_60_2369,-10.2539101317445,0.230564774057791
c_1_60_245,1.68271761388382,-6.22411486408956
c_1_60_247,-1.37723059206405,2.05477574565165
c_1_60_251,0.81196468324265,5.9487347910618
c_1_60_330,-2.9578614905397,-4.18480631611593
c_1_60_332,5.10265200585923,-2.63970515034445
c_1_60_441,-2.34492356329361,2.87627771594279
c_1_60_469,1.45856099576554,4.00796559550516
c_1_60_490,0.075300090022893,3.49240306117289
c_1_60_533,-1.24248356371322,-2.37824603817709
c_1_60_635,4.7425689026793,1.24092164733164
c_1_60_651,-2.01601309328476,-3.88869234822042
c_1_60_668,-1.22155887632766,-2.24677178166159
c_1_60_670,-0.66608998923698,4.44772198893778
c_1_60_704,-2.76272375135818,-4.97732397816427
c_1_60_817,0.865004353233189,6.33853963114969
c_1_60_828,-5.15785510092178,0.414624900600836
c_1_60_833,-4.86264378576675,-0.27523668757923
c_1_60_950,-3.07412774115005,-0.027394845106676
c_1_60_954,-1.79822785406509,-3.29594346783407
c_1_61_10,-3.1262865737001,-5.17864128849752
c_1_61_1128,-0.85706288366714,-7.78040215275534
c_1_61_1149,5.46099751443467,2.23882630564921
c_1_61_1485,-4.86059147863784,0.347147137901708
c_1_61_1495,-3.90125019102493,-2.97765943310507
c_1_61_1798,0.624552898116917,-7.20474240086325
c_1_61_1905,-2.07519692926803,-1.84689935944326
c_1_61_2038,2.02773611993393,-0.449799417474344
c_1_61_2055,-1.02070242910781,-6.6826448132778
c_1_61_2192,-3.19431955366531,-3.33497759602316
c_1_61_251,3.24894874543747,-4.10046598217733
c_1_61_2543,2.97529976815781,5.95727494456522
c_1_61_2562,-1.26497621088424,-2.99649116299398
c_1_61_353,5.36230891198716,-2.98716613552816
c_1_61_582,1.94136016816697,5.80591538645975
c_1_61_602,-0.916953153900295,-0.703170238950327
c_1_61_748,-4.71424061804214,4.13713505961649
c_1_61_996,2.44396703691086,3.69830110766642
c_1_62_1146,-11.2489138320009,-1.18409290812261
c_1_62_1452,-6.46276623754898,-1.92082962296255
c_1_62_1459,4.80768006295762,-1.0791405131603
c_1_62_1541,-6.14599997549453,-2.15659102700003
c_1_62_1650,-0.785843498996883,5.5027389834141
c_1_62_1660,1.89192622155747,1.49381116130106
c_1_62_1697,2.82527058572373,5.55815747477762
c_1_62_1866,-1.05497319250503,-4.29618832371481
c_1_62_2179,5.95296614617905,4.72810223796122
c_1_62_2201,-5.10716683416763,-0.834570436694697
c_1_62_277,3.64071290940842,-2.39526554844625
c_1_62_433,-3.88330513983169,0.31447824933283
c_1_62_457,-1.58034379034439,-6.03702637455709
c_1_62_499,1.49247591943345,5.43658211924784
c_1_62_51,-0.245456155381589,-6.20751044056661
c_1_62_708,-2.22850424795547,0.608517141125128
c_1_62_892,-3.16285450010696,-0.086308567740992
c_1_63_1184,0.913648180671544,-7.22524115345724
c_1_63_1198,-10.7284508421938,-1.32962104580648
c_1_63_1232,-1.72506553678909,1.6747702667927
c_1_63_1290,-3.25259263067642,-1.71410855553396
c_1_63_1366,0.156007967897267,-5.2353825261379
c_1_63_1384,-3.67751080542007,-1.02427384159811
c_1_63_1388,-3.28983766584793,-0.226753715149164
c_1_63_1394,-4.1122279837648,-0.19982994250305
c_1_63_1446,-3.4906230643312,-5.08098503849752
c_1_63_1544,-8.52970797567764,2.64311245181315
c_1_63_1592,1.13954728097519,4.18209603526346
c_1_63_1629,-0.155014947048812,5.94556430079691
c_1_63_169,-4.44288069754043,-1.88051625988729
c_1_63_1697,-4.48046452551284,-0.248028890186027
c_1_63_186,-3.26234848051467,-0.801888613917902
c_1_63_2058,-4.01170045881668,1.7256667921757
c_1_63_2450,0.956582956024022,1.47323826052897
c_1_63_662,0.310657463975758,-4.94969269535787
c_1_63_677,-3.95970828085342,-0.387085466601923
c_1_64_1017,5.26580088586411,1.2667553732609
c_1_64_1197,-1.32766086607376,5.20727828242533
c_1_64_1243,5.8414024636229,0.243613989136144
c_1_64_1319,-1.49268049745956,-5.02056023381002
c_1_64_1380,-4.29815823583999,0.759276659271642
c_1_64_1880,2.13260953874192,-0.285628228404597
c_1_64_1891,6.67396443337998,3.3259537527775
c_1_64_1919,-0.881368942550807,-6.64418980381735
c_1_64_1962,-3.05971319227615,0.26409241654627
c_1_64_2482,0.567333571620793,2.91112664439432
c_1_64_2506,4.19785540551743,6.12042477824442
c_1_64_2667,-4.28599698095718,-1.85541364453085
c_1_64_2714,-4.96412903814712,-1.8852119138027
c_1_64_2862,3.51114480943284,-2.44966408512838
c_1_64_30,4.81032174081406,-2.87116786740072
c_1_64_593,0.520226947971196,-7.04021307728536
c_1_64_81,-5.27581603079238,0.326551646969244
c_1_64_841,-4.17985565214553,-1.23562392494924
c_1_65_1064,0.273234657951207,-4.39870783589132
c_1_65_1074,-4.2166300490419,1.66484466292612
c_1_65_1083,-4.05892593412796,-1.36479064724691
c_1_65_1114,-5.04863936453262,0.149076254150793
c_1_65_1174,-4.43944508581558,-0.406178175427988
c_1_65_1182,-3.08502704649368,-3.27113410732992
c_1_65_1191,-4.49687296896377,-0.733794598796442
c_1_65_1198,6.92114394158921,2.74414971568339
c_1_65_1218,-0.622585095457225,-7.67408606312521
c_1_65_1239,-3.53757149725357,-3.65717694065817
c_1_65_1257,-1.47197587042251,4.83082965113871
c_1_65_1259,-1.39931208639541,-2.42217489979513
c_1_65_1278,0.077219150968403,5.92702391841166
c_1_65_1295,-2.60402447729507,-3.10658475659139
c_1_65_1296,-5.17362315206924,0.543001742145941
c_1_65_1299,-4.94304329901138,0.744833559772894
c_1_65_1313,-1.04728377609649,-2.37516996166952
c_1_65_1331,4.10182230920395,4.9905410120701
c_1_65_1399,-3.73627335577407,-2.2309457947994
c_1_65_1454,-2.01940292864242,-1.04259148142584
c_1_65_1663,0.972411327071995,2.03199508883707
c_1_65_1975,-0.209642218417912,-5.0128917386318
c_1_65_2033,0.64526819438538,3.17210129000895
c_1_65_224,-4.23378521948257,0.017688454172537
c_1_65_286,-2.81268555670181,0.484534652016088
c_1_65_436,-0.570468910030513,3.64560607173197
c_1_65_796,0.803670637317509,-2.25197812817343
c_1_65_846,0.692515365787358,0.693795711777136
c_1_66_1019,-6.00301272421279,-1.61209341786154
c_1_66_1120,-3.01026565580764,-2.14603587887533
c_1_66_1135,6.38025372476181,3.28453400828592
c_1_66_1139,-3.66814429312149,-1.04117867253073
c_1_66_1149,-4.34337336569229,0.326899320862219
c_1_66_1161,-1.14226222782531,2.71240046717875
c_1_66_1209,-3.93454057722488,-1.80056163571127
c_1_66_1216,-2.12525839357772,-7.21146294377096
c_1_66_1275,2.159995727249,2.24363711573832
c_1_66_1286,-3.65005142240921,-1.85027179024465
c_1_66_1317,-4.02160937338272,-1.10223099491842
c_1_66_1370,-4.2663593962709,-1.79103395245321
c_1_66_1375,-2.48867756872573,-6.44990441105612
c_1_66_1387,-3.78236705809036,-2.23593446514852
c_1_66_1397,-1.39308912306228,-6.8189859082485
c_1_66_1614,-4.08279330282608,-1.3382969786907
c_1_66_1764,-3.57776624708572,-0.523954539516047
c_1_66_2044,-0.507232196621089,0.822569758675024
c_1_66_2207,-3.92419654875198,-1.39966508648641
c_1_66_243,-4.40679747610488,1.32234719493143
c_1_66_2474,-2.49259120970169,-7.28836008808859
c_1_66_2512,7.0330905243834,2.83144047953837
c_1_66_2552,-2.03296107798019,-6.56126019261129
c_1_66_334,3.67156999559006,2.03706291415445
c_1_66_408,-6.21533162146011,-1.70262595913656
c_1_66_488,-2.29980761557022,-5.00936743519552
c_1_67_118,-2.44067341833511,-7.13951298496969
c_1_67_1230,2.92973130197129,5.25687125422709
c_1_67_1339,-0.640859939150005,-5.33351847431906
c_1_67_1366,-4.17426616697708,-0.431187300899103
c_1_67_1555,5.23894541711411,2.22776296832316
c_1_67_1568,-3.0080631449739,-5.95122763417013
c_1_67_2008,-3.14657051115432,-6.98721739552267
c_1_67_2480,0.160256914802403,-2.78635522625692
c_1_67_26,4.0058950707396,5.82995370127909
c_1_67_2618,-4.38976723699966,-0.361466227986887
c_1_67_2627,-3.00357610731521,-2.3399877240444
c_1_67_27,-3.18110019712844,-4.88874480030783
c_1_67_29,-3.71123439817825,-0.257981971793845
c_1_67_335,-0.688498802475124,-4.59866663716085
c_1_67_738,-0.714586205772548,4.6854873011326
c_1_67_767,-2.91746885328689,-1.5109888007427
c_1_67_823,-1.75591392069259,-0.738129525401667
c_1_68_1195,2.16889565438828,6.64829018809549
c_1_68_1302,-4.26458937673965,0.078724742910787
c_1_68_1314,4.23660414666733,4.91634610392801
c_1_68_1330,-2.3631497099916,2.6805577585911
c_1_68_1826,0.140895091005177,-4.0121171166683
c_1_68_1857,-1.35746998339096,-4.81466147206076
c_1_68_1936,-2.85505015402236,-4.61485335133322
c_1_68_2059,-2.72294981031814,-3.49935385487326
c_1_68_2100,-1.69056446104446,4.17030671336405
c_1_68_2246,0.485988192268223,2.27437570788614
c_1_68_2269,6.17331641168198,1.21300366618387
c_1_68_2325,-3.73433382063308,-0.583434372165278
c_1_68_2348,6.56149857492051,2.71345928408854
c_1_68_262,-7.08980614691177,-1.71407195828207
c_1_68_980,0.347340576358647,4.60032895304911
c_1_51_2204,4.45025818795762,3.12897375323527
c_1_51_2211,-1.57311589270034,-7.55149266026266
c_1_51_2287,-0.615444190792232,-6.70990082524069
c_1_51_2330,3.7113439366301,2.37446311213724
c_1_51_314,-1.69774956255355,-6.36400887272604
c_1_52_1331,-4.54669768362442,-1.18021997711904
c_1_52_2691,2.20801156015,2.13855889537089
c_1_52_2831,4.9027833268126,-2.31533619663961
c_1_52_34,3.2071341797789,-0.345876871564463
c_1_52_588,0.990264944740147,3.52160194613688
c_1_52_980,4.04359238595566,2.16152241923563
c_1_53_1032,1.01369588822922,1.43543318011515
c_1_53_1350,1.36228507012925,2.61571505763285
c_1_53_1760,-1.60722250490585,-7.61930367253073
c_1_53_324,5.83782141656479,2.94210603930704
c_1_53_44,4.30686371774277,-0.75718352101095
c_1_53_557,-10.724042005829,1.48281553485148
c_1_53_737,3.419606141754,-2.01773175499685
c_1_54_1042,3.58347123117051,5.65134289958231
c_1_54_1413,-0.60398403554359,-6.06417795918234
c_1_54_1855,2.35203831643662,-1.19343611500509
c_1_54_2085,3.40108173341355,-0.298407628157213
c_1_54_2342,2.00405018777451,0.212553889534399
c_1_54_252,1.32753639669022,4.57420924403422
c_1_54_613,3.70111268014512,-1.60745021603353
c_1_54_734,-1.6988270953218,-4.04118272564657
c_1_54_921,3.3169974610289,3.52952984072916
c_1_55_1106,-0.016462676219135,-3.92401525280721
c_1_55_1123,-0.653259702018886,-4.28429314396627
c_1_55_2176,0.87326233834824,-5.53763672611959
c_1_55_2541,4.28232233972153,-0.521201937415674
c_1_55_2807,-6.29696661978164,0.128801376602575
c_1_55_2898,-0.615500964216381,-5.87402579090841
c_1_55_35,4.82951395959458,-2.50578042767294
c_1_55_364,2.99291627854905,4.92852357127421
c_1_55_623,0.791884534068913,-2.97779962322958
c_1_55_737,-1.7770297005693,-3.64981505177267
c_1_55_813,4.62128060311875,2.11939767100565
c_1_55_816,2.09344475717148,-0.679086714007929
c_1_56_133,-1.77290827780166,-7.49481722615011
c_1_56_1714,5.76092904061875,2.68140295245402
c_1_56_1741,-8.14861828833023,2.50422957637064
c_1_56_1845,-1.12392777948776,4.17841819026224
c_1_56_2006,2.79660242051682,-0.239845246032849
c_1_56_2056,-1.51548118143478,-6.74280497334249
c_1_57_1029,5.61167805642685,4.15966466166727
c_1_57_1061,-0.236036114386707,5.56158450343363
c_1_57_1577,2.47962468118271,6.4435291598057
c_1_57_1975,-0.516038186840206,-4.57449480793722
c_1_57_275,2.32238834352097,4.28930428721659
c_1_58_1142,4.42623799295029,2.80751565196268
c_1_58_1480,2.648610048004,1.66888371207468
c_1_58_1513,0.093421570964665,-3.78119632504232
c_1_58_167,-2.16098458319107,-4.30365034840353
c_1_58_2026,-10.7845936492006,1.53534987666361
c_1_58_2412,0.623688213535161,-3.321065633514
c_1_58_2468,-0.940344877533107,4.20820525386088
c_1_58_2655,-0.027702085665851,-4.62200447819479
c_1_58_2669,3.08433502168259,-3.82784506581076
c_1_59_1001,-0.258186265818267,4.2911854098057
c_1_59_1217,-4.13369328527847,0.024996937296316
c_1_59_1631,1.54193382711014,-6.62805887959249
c_1_59_1948,3.17114608735642,-0.174934579947069
c_1_59_2458,5.37605946511826,-2.87602898381002
c_1_60_1072,0.189263455577702,3.65375688769571
c_1_60_1384,0.115242592998356,3.53597548701517
c_1_60_1392,-0.927584953598171,5.54521468379252
c_1_60_2060,-6.22385079412857,0.180145771286413
c_1_60_2101,-10.0962582304994,2.4861910650944
c_1_60_2414,-6.7517576888124,-1.24864336750753
c_1_60_374,-0.746244974426418,4.10538819529764
c_1_60_90,-1.65460140257278,-6.37815281651266
c_1_61_1190,-3.10153157263198,-1.701760738113
c_1_61_1980,-1.71522576361099,-5.8052968671108
c_1_61_322,-0.788870282463222,-4.19484159252889
c_1_61_924,0.008396632977337,-5.85963198445089
c_1_62_1235,-10.1899338439027,2.46225693919413
c_1_62_1415,-1.29930800943771,-6.43167349598654
c_1_62_1610,-0.163457294918089,4.64215424754374
c_1_62_1630,0.824716977783055,5.83863929011576
c_1_62_172,-0.28608685731092,-3.89941927693136
c_1_62_1766,2.82700913400254,-0.111302076795176
c_1_62_2118,3.86648743600449,4.86800864436381
c_1_62_2210,4.44940035791001,4.69878581263773
c_1_62_2229,-0.480974711469799,3.91336158015482
c_1_62_678,-1.60667008905807,-5.8040761639858
c_1_62_751,-10.7050734236757,1.63433244921915
c_1_63_1155,2.16867845506272,0.133172304413244
c_1_63_1792,1.36026590318284,5.03362324931376
c_1_63_1833,6.6666821762999,2.83087352015726
c_1_63_1962,-4.05276472120681,0.635560781738683
c_1_63_2053,-2.34561712294021,2.6930613825535
c_1_63_52,-0.130632940671831,-6.41108843586691
c_1_63_590,-4.42111641912857,4.342193634293
c_1_63_650,-1.5288379862825,3.05706313349955
c_1_63_656,-0.258900828651576,4.20037368037455
c_1_64_1006,0.615587107845158,1.8166125128483
c_1_64_1036,5.16966622323594,-1.06475487253912
c_1_64_1065,-2.38031084089675,-5.96081492207296
c_1_64_1298,2.7914003655394,-1.69659528038748
c_1_64_1306,-6.43813235311904,-0.158651388206556
c_1_64_1360,-1.27078623323837,2.82086041667216
c_1_64_1369,-6.80435997991958,-0.794920294501856
c_1_64_1536,3.28729479760727,5.49047091700785
c_1_64_1765,0.939746908851475,-2.70468065045126
c_1_64_2020,-0.639440514139324,-6.84232661030538
c_1_64_2408,-0.558430530122905,1.72301963069193
c_1_64_2559,-0.845695324234157,2.81028822161905
c_1_64_2647,1.50823383779129,5.03501513697855
c_1_64_2768,1.99855392427048,1.38885787226908
c_1_64_327,-1.96971315889755,-6.05358263752706
c_1_64_858,4.13382094354233,0.860051305077001
c_1_64_892,-6.01593167333999,-0.007537468292788
c_1_64_940,-0.224869441233068,-7.3330707242275
c_1_64_998,-1.86862260847488,5.28345397212259
c_1_65_1102,-6.93185908346572,-1.06707861922033
c_1_65_1291,0.296985231347889,5.38238957621805
c_1_65_1427,1.25522571057877,-6.79001137516744
c_1_65_1578,-3.89623958616653,0.883341939232275
c_1_65_1637,-6.19382864981094,-1.7372557809139
c_1_65_1718,3.46661727876267,-3.98271605274923
c_1_65_2183,3.40396111459336,4.38554290034525
c_1_65_2211,2.50408738107285,-0.239970075854138
c_1_65_2606,-2.66464073210159,-1.80624851486929
c_1_65_2621,3.30842655152878,-1.53803667328604
c_1_65_331,-2.54151231794754,-5.24165102741964
c_1_65_344,3.61355131120285,4.13107445933573
c_1_66_1055,-1.9493336155931,-7.51109883091696
c_1_66_143,-7.07655818014541,-1.42412218353994
c_1_66_2065,-1.61571521311203,-2.01573333046682
c_1_67_1159,5.83597701043686,3.89112809397928
c_1_67_1196,5.44114153832993,2.75726917483561
c_1_67_1210,5.74432414025864,2.55281594493143
c_1_67_1275,3.04513972253403,-0.554402708032206
c_1_67_1453,3.72427623719773,-3.83515927098043
c_1_67_403,4.05513375253281,-2.82479402325399
c_1_67_822,1.27227633447251,4.70129683711283
c_1_67_846,0.318755559631199,2.11731579997294
c_1_68_1040,-0.299421779803424,-2.83964058659323
c_1_68_1111,-0.869595237068325,4.45908215739481
c_1_68_1359,-1.23264390974441,3.8692670176243
c_1_68_1451,-5.70760924368301,-1.50031694672354
c_1_68_1564,1.69745247811875,6.10641482569925
c_1_68_1741,2.88590138406357,4.45287898280375
c_1_68_1860,-0.056023992590099,4.55174973704569
c_1_68_1870,-0.457091458133846,3.37772491671793
c_1_68_207,4.03727810830674,2.28466919162028
c_1_68_2436,2.43107264489731,4.86480000712626
c_1_68_4,-2.02876753359237,1.49023917414896
c_1_68_918,2.36642854661545,5.20279410578959
c_1_51_1051,-4.66101605444351,0.718570203564092
c_1_51_1102,-0.266755029551177,2.90705970027201
c_1_51_1105,3.78821914643845,3.96800807215922
c_1_51_1236,2.67632382363877,0.55176845290415
c_1_51_1284,-0.849463053039699,5.78387358882181
c_1_51_1393,2.09708016366562,-0.64062708518751
c_1_51_1407,1.05577819795212,4.94907906749003
c_1_51_1438,1.71498136968216,0.825329692146703
c_1_51_152,4.15887349099717,1.6741028139805
c_1_51_1578,5.64875405282578,1.88578727938883
c_1_51_1613,5.31967585534653,3.60458853938334
c_1_51_1652,0.105478577323765,1.33915999629252
c_1_51_1659,3.61290996522507,-1.9035976817394
c_1_51_1684,1.29754202813706,-3.67910024426229
c_1_51_1693,3.7938749119719,2.36130979754679
c_1_51_1750,2.93385975808701,0.072088361761495
c_1_51_1957,0.826014809318394,1.25381496646158
c_1_51_2040,0.169540010400624,1.17129507758372
c_1_51_2113,-0.100748375050216,0.996742875358984
c_1_51_2136,1.19315975160202,-0.136113344647959
c_1_51_2209,3.74947469682297,-1.1763131310726
c_1_51_2291,2.12475793809494,1.42521777846567
c_1_51_2311,0.071358405061574,0.788319618484899
c_1_51_2434,-6.52734095602432,-1.17413279316671
c_1_51_252,-1.65348977594772,-5.71633240483053
c_1_51_2610,5.11299269647202,4.37207749583475
c_1_51_2612,-0.637020923189311,-5.98264738819845
c_1_51_352,4.02816575021347,-1.71383902333029
c_1_51_388,-0.035382531575351,-6.82976528904684
c_1_51_397,4.29177468270859,-2.51441785595663
c_1_51_420,0.763999812312932,-1.74656769535787
c_1_51_437,3.49096124620041,-1.37284216187246
c_1_51_591,3.47905891389451,-3.73802181980856
c_1_51_599,-2.7299197390596,-7.19823261997946
c_1_51_616,4.34773390740952,-0.659722923257426
c_1_51_732,1.37312655896744,0.600613147995397
c_1_51_950,2.05827777833542,1.45257738330118
c_1_52_127,3.08548562974534,1.13443389632456
c_1_52_1322,-5.15691239386001,0.465242237827703
c_1_52_1346,-1.60732657461563,-5.73112103245504
c_1_52_1498,3.79495113343796,0.966875464699194
c_1_52_1618,-3.3933010771791,-7.16512343189962
